H,B
743058.0347,3.188551
746356.5576,3.193038
749669.7232,3.197542
752997.5962,3.202065
756340.2421,3.206607
759697.7264,3.211166
763070.1149,3.215745
766457.4739,3.220341
769859.8698,3.224957
773277.3693,3.229591
776710.0395,3.234244
780157.9477,3.238916
783621.1616,3.243607
787099.7491,3.248318
790593.7785,3.253047
794103.3183,3.257795
797628.4374,3.262563
801169.2048,3.267351
804725.6902,3.272158
808297.9632,3.276984
811886.094,3.28183
815490.1529,3.286696
819110.2107,3.291582
822746.3383,3.296488
826398.6072,3.301414
830067.0889,3.30636
833751.8554,3.311327
837452.979,3.316313
841170.5324,3.32132
844904.5884,3.326348
848655.2203,3.331396
852422.5018,3.336465
856206.5066,3.341555
860007.3091,3.346665
863824.9838,3.351797
867659.6057,3.356949
871511.2498,3.362123
875379.9919,3.367318
879265.9078,3.372534
883169.0737,3.377772
887089.5662,3.383032
891027.4623,3.388313
894982.8392,3.393615
898955.7744,3.39894
902946.346,3.404286
906954.6322,3.409655
910980.7117,3.415046
915024.6634,3.420459
919086.5667,3.425894
923166.5012,3.431352
927264.5471,3.436832
931380.7847,3.442335
935515.2948,3.44786
939668.1584,3.453409
943839.4571,3.45898
948029.2727,3.464575
952237.6874,3.470192
956464.7837,3.475833
960710.6446,3.481497
964975.3534,3.487185
969258.9938,3.492896
973561.6497,3.498631
977883.4056,3.504389
982224.3463,3.510172
986584.557,3.515978
990964.1232,3.521809
995363.1308,3.527664
999781.6661,3.533543
1004219.816,3.539446
1008677.667,3.545374
1013155.307,3.551327
1017652.824,3.557304
1022170.306,3.563307
1026707.841,3.569334
1031265.52,3.575386
1035843.43,3.581464
1040441.662,3.587567
1045060.306,3.593695
1049699.453,3.599849
1054359.194,3.606028
1059039.62,3.612234
1063740.823,3.618465
1068462.895,3.624722
1073205.928,3.631005
1077970.017,3.637314
1082755.254,3.64365
1087561.734,3.650013
1092389.55,3.656401
1097238.797,3.662817
1102109.57,3.669259
1107001.966,3.675729
1111916.079,3.682225
1116852.007,3.688748
1121809.845,3.695299
1126789.693,3.701878
1131791.646,3.708483
1136815.804,3.715117
1141862.264,3.721778
1146931.127,3.728467
1152022.491,3.735185
1157136.455,3.74193
1162273.122,3.748704
1167432.59,3.755506
1172614.962,3.762337
1177820.34,3.769196
1183048.824,3.776084
1188300.519,3.783002
1193575.526,3.789948
1198873.95,3.796923
1204195.894,3.803928
1209541.462,3.810962
1214910.761,3.818026
1220303.894,3.825119
1225720.968,3.832243
1231162.089,3.839396
1236627.364,3.846579
1242116.9,3.853793
1247630.805,3.861037
1253169.186,3.868312
1258732.153,3.875617
1264319.815,3.882953
1269932.281,3.89032
1275569.661,3.897718
1281232.067,3.905148
1286919.608,3.912608
1292632.398,3.920101
1298370.547,3.927624
1304134.168,3.93518
1309923.374,3.942767
1315738.28,3.950387
1321578.999,3.958039
1327445.645,3.965723
1333338.334,3.97344
1339257.182,3.981189
1345202.303,3.988971
1351173.816,3.996786
1357171.838,4.004634
1363196.485,4.012515
1369247.876,4.02043
1375326.13,4.028378
1381431.367,4.03636
1387563.705,4.044376
1393723.265,4.052425
1399910.168,4.060509
1406124.536,4.068627
1412366.49,4.07678
1418636.153,4.084967
1424933.647,4.093189
1431259.097,4.101445
1437612.627,4.109737
1443994.36,4.118064
1450404.423,4.126426
1456842.94,4.134824
1463310.039,4.143258
1469805.847,4.151727
1476330.49,4.160233
1482884.096,4.168774
1489466.795,4.177352
1496078.715,4.185967
1502719.987,4.194618
1509390.739,4.203305
1516091.104,4.21203
1522821.213,4.220792
1529581.197,4.229592
1536371.19,4.238428
1543191.325,4.247303
1550041.735,4.256215
1556922.554,4.265165
1563833.918,4.274154
1570775.963,4.28318
1577748.824,4.292245
1584752.639,4.301349
1591787.545,4.310492
1598853.679,4.319674
1605951.18,4.328894
1613080.189,4.338155
1620240.843,4.347454
1627433.285,4.356794
1634657.655,4.366173
1641914.095,4.375593
1649202.747,4.385052
1656523.754,4.394552
1663877.26,4.404093
1671263.409,4.413675
1678682.346,4.423297
1686134.216,4.432961
1693619.167,4.442666
1701137.343,4.452412
1708688.894,4.4622
1716273.968,4.47203
1723892.712,4.481902
1731545.277,4.491817
1739231.812,4.501774
1746952.469,4.511773
1754707.399,4.521815
1762496.753,4.531901
1770320.686,4.542029
1778179.35,4.552201
1786072.9,4.562417
1794001.49,4.572676
1801965.276,4.58298
1809964.414,4.593327
1817999.061,4.603719
1826069.375,4.614156
1834175.514,4.624637
1842317.637,4.635163
1850495.904,4.645735
1858710.476,4.656352
1866961.513,4.667014
1875249.177,4.677723
1883573.631,4.688477
1891935.038,4.699277
1900333.563,4.710124
1908769.37,4.721018
1917242.624,4.731958
1925753.492,4.742945
1934302.141,4.75398
1942888.738,4.765062
1951513.452,4.776192
1960176.452,4.787369
1968877.909,4.798595
1977617.992,4.809869
1986396.873,4.821191
1995214.725,4.832562
2004071.72,4.843983
2012968.033,4.855452
2021903.838,4.866971
2030879.309,4.878539
2039894.624,4.890157
2048949.959,4.901826
2058045.491,4.913544
2067181.4,4.925313
2076357.864,4.937133
2085575.064,4.949004
2094833.179,4.960925
2104132.393,4.972899
2113472.887,4.984924
2122854.844,4.997001
2132278.449,5.009129
2141743.887,5.021311
2151251.343,5.033544
2160801.003,5.045831
2170393.056,5.058171
2180027.689,5.070564
2189705.091,5.08301
2199425.452,5.09551
2209188.963,5.108064
2218995.816,5.120673
2228846.202,5.133336
2238740.315,5.146053
2248678.35,5.158826
2258660.5,5.171653
2268686.963,5.184537
2278757.934,5.197476
2288873.612,5.21047
2299034.194,5.223521
2309239.88,5.236629
2319490.87,5.249793
2329787.366,5.263014
2340129.569,5.276292
2350517.683,5.289628
2360951.91,5.303022
2371432.457,5.316473
2381959.527,5.329983
2392533.329,5.343551
2403154.069,5.357178
2413821.956,5.370864
2424537.198,5.384609
2435300.007,5.398414
2446110.594,5.412278
2456969.169,5.426203
2467875.948,5.440188
2478831.142,5.454233
2489834.969,5.46834
2500887.642,5.482507
2511989.38,5.496736
2523140.399,5.511027
2534340.92,5.52538
2545591.16,5.539794
2556891.342,5.554272
2568241.687,5.568812
2579642.417,5.583415
2591093.757,5.598082
2602595.93,5.612812
2614149.163,5.627606
2625753.682,5.642465
2637409.715,5.657388
2649117.49,5.672376
2660877.238,5.687428
2672689.188,5.702547
2684553.573,5.71773
2696470.626,5.73298
2708440.579,5.748296
2720463.669,5.763679
2732540.131,5.779128
2744670.202,5.794644
2756854.119,5.810228
2769092.122,5.82588
2781384.451,5.8416
2793731.348,5.857388
2806133.053,5.873244
2818589.812,5.88917
2831101.867,5.905165
2843669.465,5.921229
2856292.852,5.937364
2868972.276,5.953568
2881707.985,5.969843
2894500.229,5.986189
2907349.26,6.002606
2920255.329,6.019094
2933218.69,6.035654
2946239.596,6.052286
2959318.304,6.068991
2972455.07,6.085768
2985650.151,6.102619
2998903.807,6.119542
3012216.298,6.13654
3025587.884,6.153611
3039018.829,6.170757
3052509.395,6.187977
3066059.847,6.205273
3079670.451,6.222644
3093341.475,6.24009
3107073.185,6.257613
3120865.853,6.275212
3134719.747,6.292887
3148635.141,6.31064
3162612.307,6.32847
3176651.519,6.346378
3190753.053,6.364364
3204917.185,6.382428
3219144.193,6.400571
3233434.357,6.418793
3247787.957,6.437095
3262205.274,6.455476
3276686.591,6.473938
3291232.192,6.49248
3305842.364,6.511104
3320517.391,6.529808
3335257.562,6.548594
3350063.167,6.567462
3364934.496,6.586412
3379871.841,6.605445
3394875.494,6.624562
3409945.75,6.643761
3425082.904,6.663045
3440287.255,6.682413
3455559.099,6.701865
3470898.737,6.721402
3486306.469,6.741025
3501782.598,6.760733
3517327.427,6.780527
3532941.262,6.800408
3548624.408,6.820376
3564377.174,6.840431
3580199.868,6.860573
3596092.801,6.880804
3612056.285,6.901123
3628090.632,6.921531
3644196.158,6.942028
3660373.178,6.962615
3676622.01,6.983291
3692942.972,7.004058
3709336.385,7.024916
3725802.57,7.045865
3742341.851,7.066906
3758954.552,7.088039
3775640.998,7.109264
3792401.517,7.130582
3809236.438,7.151993
3826146.092,7.173498
3843130.809,7.195097
3860190.924,7.216791
3877326.771,7.238579
3894538.685,7.260463
3911827.006,7.282443
3929192.071,7.304519
3946634.222,7.326691
3964153.8,7.348961
3981751.15,7.371328
3999426.617,7.393793
4017180.548,7.416356
4035013.29,7.439018
4052925.194,7.461779
4070916.611,7.48464
4088987.893,7.507602
4107139.397,7.530663
4125371.477,7.553826
4143684.492,7.57709
4162078.8,7.600457
4180554.763,7.623925
4199112.742,7.647496
4217753.103,7.671171
4236476.211,7.694949
4255282.432,7.718832
4274172.137,7.742819
4293145.696,7.766912
4312203.48,7.79111
4331345.864,7.815414
4350573.223,7.839824
4369885.935,7.864342
4389284.378,7.888967
4408768.934,7.9137
4428339.983,7.938542
4447997.911,7.963492
4467743.103,7.988552
4487575.946,8.013722
4507496.829,8.039002
4527506.143,8.064394
4547604.282,8.089896
4567791.638,8.115511
4588068.608,8.141237
4608435.59,8.167077
4628892.984,8.19303
4649441.19,8.219097
4670080.612,8.245278
4690811.656,8.271574
4711634.726,8.297986
4732550.233,8.324514
4753558.586,8.351158
4774660.198,8.377919
4795855.483,8.404797
4817144.856,8.431793
4838528.734,8.458908
4860007.539,8.486142
4881581.69,8.513496
4903251.612,8.54097
4925017.729,8.568564
4946880.468,8.596279
4968840.259,8.624117
4990897.532,8.652076
5013052.719,8.680158
5035306.256,8.708364
5057658.58,8.736694
5080110.128,8.765148
5102661.34,8.793727
5125312.661,8.822431
5148064.533,8.851262
5170917.404,8.880219
5193871.721,8.909304
5216927.935,8.938517
5240086.499,8.967857
5263347.866,8.997327
5286712.493,9.026927
5310180.839,9.056656
5333753.363,9.086516
5357430.528,9.116507
5381212.799,9.146631
5405100.643,9.176886
5429094.527,9.207275
5453194.924,9.237797
5477402.304,9.268454
5501717.145,9.299245
5526139.921,9.330172
5550671.113,9.361234
5575311.203,9.392434
5600060.672,9.42377
5624920.007,9.455245
5649889.696,9.486857
5674970.228,9.518609
5700162.096,9.550501
5725465.793,9.582532
5750881.817,9.614705
5776410.665,9.647019
5802052.839,9.679476
5827808.841,9.712075
5853679.178,9.744818
5879664.356,9.777705
5905764.885,9.810736
5931981.278,9.843913
5958314.048,9.877236
5984763.713,9.910705
6011330.79,9.944322
6038015.803,9.978087
6064819.273,10.012
6091741.727,10.046063
6118783.693,10.080276
6145945.701,10.114639
6173228.285,10.149154
6200631.979,10.18382
6228157.322,10.218639
6255804.853,10.253612
6283575.115,10.288738
6311468.652,10.32402
6339486.012,10.359456
6367627.744,10.395049
6395894.401,10.430798
6424286.537,10.466705
6452804.708,10.50277
6481449.476,10.538993
6510221.401,10.575377
6539121.048,10.61192
6568148.984,10.648625
6597305.778,10.685491
6626592.003,10.72252
6656008.233,10.759712
6685555.045,10.797067
6715233.019,10.834588
6745042.737,10.872273
6774984.784,10.910125
6805059.747,10.948143
6835268.216,10.986329
6865610.785,11.024684
6896088.047,11.063207
6926700.602,11.1019
6957449.05,11.140764
6988333.994,11.179799
7019356.039,11.219006
7050515.795,11.258385
7081813.873,11.297939
7113250.887,11.337666
7144827.454,11.377569
7176544.193,11.417648
7208401.726,11.457904
7240400.678,11.498337
7272541.678,11.538948
7304825.355,11.579738
7337252.343,11.620708
7369823.279,11.661859
7402538.801,11.703191
7435399.551,11.744706
7468406.174,11.786403
7501559.317,11.828285
7534859.631,11.870351
7568307.769,11.912603
7601904.387,11.955041
7635650.144,11.997666
7669545.703,12.04048
7703591.729,12.083482
7737788.889,12.126674
7772137.854,12.170056
7806639.298,12.21363
7841293.898,12.257396
7876102.334,12.301355
7911065.289,12.345508
7946183.448,12.389855
7981457.502,12.434399
8016888.141,12.479139
8052476.06,12.524076
8088221.959,12.569212
8124126.538,12.614547
8160190.502,12.660082
8196414.558,12.705818
8232799.417,12.751756
8269345.793,12.797896
8306054.402,12.84424
8342925.965,12.890789
8379961.206,12.937543
8417160.85,12.984504
8454525.628,13.031671
8492056.273,13.079047
8529753.52,13.126632
8567618.11,13.174427
8605650.786,13.222434
8643852.293,13.270652
8682223.381,13.319083
8720764.803,13.367727
8759477.315,13.416587
8798361.677,13.465662
8837418.651,13.514954
8876649.003,13.564464
8916053.503,13.614192
8955632.925,13.66414
8995388.045,13.714308
9035319.642,13.764698
9075428.5,13.81531
9115715.407,13.866146
9156181.151,13.917207
9196826.528,13.968493
9237652.335,14.020005
9278659.372,14.071745
9319848.444,14.123713
9361220.36,14.175911
9402775.93,14.22834
9444515.971,14.281
9486441.3,14.333893
9528552.741,14.387019
9570851.12,14.44038
9613337.266,14.493977
9656012.013,14.547811
9698876.199,14.601882
9741930.664,14.656193
9785176.253,14.710743
9828613.814,14.765534
9872244.199,14.820567
9916068.265,14.875844
9960086.871,14.931365
10004300.88,14.987131
